,Unnamed: 0,entity_cn,country,entity_en
153897,1707,宣城,Anhui,Xuancheng
153898,1708,福州,Fujian,Fuzhou
153899,1709,厦门,Fujian,Xiamen
153900,1710,莆田,Fujian,Putian
153901,1711,三明,Fujian,Sanming
153902,1712,泉州,Fujian,Quanzhou
153903,1713,漳州,Fujian,Zhangzhou
153904,1714,南平,Fujian,Nanping
153905,1715,龙岩,Fujian,Longyan
153906,1716,宁德,Fujian,Ningde
153907,1717,南昌,Jiangxi,Nanchang
153908,1718,景德镇,Jiangxi,Jingdezhen
153909,1719,萍乡,Jiangxi,Pingxiang
153910,1720,九江,Jiangxi,Jiujiang
153911,1721,新余,Jiangxi,Xinyu
153912,1722,鹰潭,Jiangxi,Yingtan
153913,1723,赣州,Jiangxi,Ganzhou
153914,1724,吉安,Jiangxi,Jian
153915,1725,宜春,Jiangxi,Yichun
153916,1726,抚州,Jiangxi,Fuzhou
153917,1727,上饶,Jiangxi,Shangrao
153918,1728,济南,Shandong,Jinan
153919,1729,青岛,Shandong,Qingdao
153920,1730,淄博,Shandong,Zibo
153921,1731,枣庄,Shandong,Zaozhuang
153922,1732,东营,Shandong,Dongying
153923,1733,烟台,Shandong,Yantai
153924,1734,潍坊,Shandong,Weifang
153925,1735,济宁,Shandong,Jining
153926,1736,泰安,Shandong,Taian
153927,1737,威海,Shandong,Weihai
153928,1738,日照,Shandong,Rizhao
153929,1739,莱芜,Shandong,Laiwu
153930,1740,临沂,Shandong,Linyi
153931,1741,德州,Shandong,Dezhou
153932,1742,聊城,Shandong,Liaocheng
153933,1743,滨州,Shandong,Binzhou
153934,1744,菏泽,Shandong,Heze
153935,1745,郑州,Henan,Zhengzhou
153936,1746,开封,Henan,Kaifeng
153937,1747,洛阳,Henan,Luoyang
153938,1748,平顶山,Henan,Pingdingshan
153939,1749,安阳,Henan,Anyang
153940,1750,鹤壁,Henan,Hebi
153941,1751,新乡,Henan,Xinxiang
153942,1752,焦作,Henan,Jiaozuo
153943,1753,濮阳,Henan,Puyang
153944,1754,许昌,Henan,Xuchang
153945,1755,漯河,Henan,Tahe
153946,1756,三门峡,Henan,Sanmenxia
153947,1757,南阳,Henan,Nanyang
153948,1758,商丘,Henan,Shangqiu
153949,1759,信阳,Henan,Xinyang
153950,1760,周口,Henan,Zhoukou
153951,1761,驻马店,Henan,Zhumadian
153952,1762,济源,Henan,Jiyuan
153953,1763,武汉,Hubei,Wuhan
153954,1764,黄石,Hubei,Huangshi
153955,1765,十堰,Hubei,Shiyan
153956,1766,宜昌,Hubei,Yichang
153957,1767,襄阳,Hubei,Xiangyang
153958,1768,鄂州,Hubei,Ezhou
153959,1769,荆门,Hubei,Jingmen
153960,1770,孝感,Hubei,Xiaogan
153961,1771,荆州,Hubei,Jingzhou
153962,1772,黄冈,Hubei,Huanggang
153963,1773,咸宁,Hubei,Xianning
153964,1774,随州,Hubei,Suizhou
153965,1775,恩施,Hubei,Enshi
153966,1776,仙桃,Hubei,Xiantao
153967,1777,潜江,Hubei,Qianjiang
153968,1778,天门,Hubei,Tianmen
153969,1779,神农架,Hubei,Shennongjia
153970,1780,长沙,Hunan,Changsha
153971,1781,株洲,Hunan,Zhuzhou
153972,1782,湘潭,Hunan,Xiangtan
153973,1783,衡阳,Hunan,Hengyang
153974,1784,邵阳,Hunan,Shaoyang
153975,1785,岳阳,Hunan,Yueyang
153976,1786,常德,Hunan,Changde
153977,1787,张家界,Hunan,Zhangjiajie
153978,1788,益阳,Hunan,Yiyang
153979,1789,郴州,Hunan,Chenzhou
153980,1790,永州,Hunan,Yongzhou
153981,1791,怀化,Hunan,Huaihua
153982,1792,娄底,Hunan,Loudi
153983,1793,湘西,Hunan,Xiangxi
153984,1794,广州,Guangdong,Guangzhou
153985,1795,韶关,Guangdong,Shaoguan
153986,1796,深圳,Guangdong,Shenzhen
153987,1797,珠海,Guangdong,Zhuhai
153988,1798,汕头,Guangdong,Shantou
153989,1799,佛山,Guangdong,Foshan
153990,1800,江门,Guangdong,Jiangmen
153991,1801,湛江,Guangdong,Zhanjiang
153992,1802,茂名,Guangdong,Maoming
153993,1803,肇庆,Guangdong,Zhaoqing
153994,1804,惠州,Guangdong,Huizhou
153995,1805,梅州,Guangdong,Meizhou
153996,1806,汕尾,Guangdong,Shanwei
153997,1807,河源,Guangdong,Heyuan
153998,1808,阳江,Guangdong,Yangjiang
153999,1809,清远,Guangdong,Qingyuan
154000,1810,东莞,Guangdong,Dongguan
154001,1811,中山,Guangdong,Zhongshan
154002,1812,潮州,Guangdong,Chaozhou
154003,1813,揭阳,Guangdong,Jieyang
154004,1814,云浮,Guangdong,Yunfu
154005,1815,南宁,Guangxi,Nanning
154006,1816,柳州,Guangxi,Liuzhou
154007,1817,桂林,Guangxi,Guilin
154008,1818,梧州,Guangxi,Wuzhou
154009,1819,北海,Guangxi,Beihai
154010,1820,防城港,Guangxi,Fangchenggang
154011,1821,钦州,Guangxi,Qinzhou
154012,1822,贵港,Guangxi,Guigang
154013,1823,玉林,Guangxi,Yulin
154014,1824,百色,Guangxi,Baise
154015,1825,贺州,Guangxi,Hezhou
154016,1826,河池,Guangxi,Hechi
154017,1827,来宾,Guangxi,Laibin
154018,1828,崇左,Guangxi,Chongzuo
154019,1829,海口,Hainan,Haikou
154020,1830,三亚,Hainan,Sanya
154021,1831,三沙,Hainan,Sansha
154022,1832,五指山,Hainan,Wuzhishan
154023,1833,琼海,Hainan,Qionghai
154024,1834,儋州,Hainan,Danzhou
154025,1835,文昌,Hainan,Wenchang
154026,1836,万宁,Hainan,Wanning
154027,1837,东方,Hainan,Dongfang
154028,1838,定安,Hainan,Dingan
154029,1839,屯昌,Hainan,Tunchang
154030,1840,澄迈,Hainan,Chengmai
154031,1841,临高,Hainan,Lingao
154032,1842,白沙,Hainan,Baisha
154033,1843,昌江,Hainan,Changjiang
154034,1844,乐东,Hainan,Ledong
154035,1845,陵水,Hainan,Lingshui
154036,1846,保亭,Hainan,Baoting
154037,1847,琼中,Hainan,Qiongzhong
154038,1848,万州,Chongqing,Wanzhou
154039,1849,涪陵,Chongqing,Fuling
154040,1850,渝中,Chongqing,Yuzhong
154041,1851,大渡口,Chongqing,Dadukou
154042,1852,江北,Chongqing,Jiangbei
154043,1853,沙坪坝,Chongqing,Shapingba
154044,1854,九龙坡,Chongqing,Jiulongpo
154045,1855,南岸,Chongqing,Nanan
154046,1856,北碚,Chongqing,Beibei
154047,1857,两江新区,Chongqing,Liangjiangxinqu
154048,1858,万盛,Chongqing,Wansheng
154049,1859,双桥,Chongqing,Shuangqiao
154050,1860,渝北,Chongqing,Yubei
154051,1861,巴南,Chongqing,Banan
154052,1862,长寿,Chongqing,Changshou
154053,1863,綦江,Chongqing,Qijiang
154054,1864,潼南,Chongqing,Tongnan
154055,1865,铜梁,Chongqing,Tongliang
154056,1866,大足,Chongqing,Dazu
154057,1867,荣昌,Chongqing,Rongchang
154058,1868,璧山,Chongqing,Bishan
154059,1869,梁平,Chongqing,Liangping
154060,1870,城口,Chongqing,Chengkou
154061,1871,丰都,Chongqing,Fengdou
154062,1872,垫江,Chongqing,Dianjiang
154063,1873,武隆,Chongqing,Wulong
154064,1874,忠县,Chongqing,Zhongxian
154065,1875,开县,Chongqing,Kaixian
154066,1876,云阳,Chongqing,Yunyang
154067,1877,奉节,Chongqing,Fengjie
154068,1878,巫山,Chongqing,Wushan
154069,1879,巫溪,Chongqing,Wuxi
154070,1880,黔江,Chongqing,Qianjiang
154071,1881,石柱,Chongqing,Shizhu
154072,1882,秀山,Chongqing,Xiushan
154073,1883,酉阳,Chongqing,Youyang
154074,1884,彭水,Chongqing,Pengshui
154075,1885,江津,Chongqing,Jiangjin
154076,1886,合川,Chongqing,Hechuan
154077,1887,永川,Chongqing,Yongchuan
154078,1888,南川,Chongqing,Nanchuan
154079,1889,成都,Sichuan,Chengdu
154080,1890,自贡,Sichuan,Zigong
154081,1891,攀枝花,Sichuan,Panzhihua
154082,1892,泸州,Sichuan,Luzhou
154083,1893,德阳,Sichuan,Deyang
154084,1894,绵阳,Sichuan,Mianyang
154085,1895,广元,Sichuan,Guangyuan
154086,1896,遂宁,Sichuan,Suining
154087,1897,内江,Sichuan,Neijiang
154088,1898,乐山,Sichuan,Leshan
154089,1899,南充,Sichuan,Nanchong
154090,1900,眉山,Sichuan,Meishan
154091,1901,宜宾,Sichuan,Yibin
154092,1902,广安,Sichuan,Guangan
154093,1903,达州,Sichuan,Dazhou
154094,1904,雅安,Sichuan,Yaan
154095,1905,巴中,Sichuan,Bazhong
154096,1906,资阳,Sichuan,Ziyang
154097,1907,阿坝,Sichuan,Aba
154098,1908,甘孜,Sichuan,Ganzi
154099,1909,凉山,Sichuan,Liangshan
154100,1910,贵阳,Guizhou,Guiyang
154101,1911,六盘水,Guizhou,Liupanshui
154102,1912,遵义,Guizhou,Zunyi
154103,1913,安顺,Guizhou,Anshun
154104,1914,铜仁,Guizhou,Tongren
154105,1915,黔西南,Guizhou,Qianxinan
154106,1916,毕节,Guizhou,Bijie
154107,1917,黔东南,Guizhou,Qiandongnan
154108,1918,黔南,Guizhou,Qiannan
154109,1919,昆明,Yunnan,Kunming
154110,1920,曲靖,Yunnan,Qujing
154111,1921,玉溪,Yunnan,Yuxi
154112,1922,保山,Yunnan,Baoshan
154113,1923,昭通,Yunnan,Zhaotong
154114,1924,丽江,Yunnan,Lijiang
154115,1925,普洱,Yunnan,Puer
154116,1926,临沧,Yunnan,Lincang
154117,1927,楚雄,Yunnan,Chuxiong
154118,1928,红河,Yunnan,Honghe
154119,1929,文山,Yunnan,Wenshan
154120,1930,西双版纳,Yunnan,Xishuangbanna
154121,1931,大理,Yunnan,Dali
154122,1932,德宏,Yunnan,Dehong
154123,1933,怒江,Yunnan,Nujiang
154124,1934,迪庆,Yunnan,Diqing
154125,1935,拉萨,Xizang,Lasa
154126,1936,昌都,Xizang,Changdou
154127,1937,山南,Xizang,Shannan
154128,1938,日喀则,Xizang,Rikaze
154129,1939,那曲,Xizang,Naqu
154130,1940,阿里,Xizang,Ali
154131,1941,林芝,Xizang,Linzhi
154132,1942,西安,Shanxi,Xian
154133,1943,铜川,Shanxi,Tongchuan
154134,1944,宝鸡,Shanxi,Baoji
154135,1945,咸阳,Shanxi,Xianyang
154136,1946,渭南,Shanxi,Weinan
154137,1947,延安,Shanxi,Yanan
154138,1948,汉中,Shanxi,Hanzhong
154139,1949,榆林,Shanxi,Yulin
154140,1950,安康,Shanxi,Ankang
154141,1951,商洛,Shanxi,Shangluo
154142,1952,兰州市,Gansu,Lanzhoushi
154143,1953,嘉峪关,Gansu,Jiayuguan
154144,1954,金昌,Gansu,Jinchang
154145,1955,白银,Gansu,Baiyin
154146,1956,天水,Gansu,Tianshui
154147,1957,武威,Gansu,Wuwei
154148,1958,张掖,Gansu,Zhangye
154149,1959,平凉,Gansu,Pingliang
154150,1960,酒泉,Gansu,Jiuquan
154151,1961,庆阳,Gansu,Qingyang
154152,1962,定西,Gansu,Dingxi
154153,1963,陇南,Gansu,Longnan
154154,1964,临夏,Gansu,Linxia
154155,1965,甘南,Gansu,Gannan
154156,1966,西宁,Qinghai,Xining
154157,1967,海东,Qinghai,Haidong
154158,1968,海北,Qinghai,Haibei
154159,1969,黄南,Qinghai,Huangnan
154160,1970,海南,Qinghai,Hainan
154161,1971,果洛,Qinghai,Guoluo
154162,1972,玉树,Qinghai,Yushu
154163,1973,海西,Qinghai,Haixi
154164,1974,银川,Ningxia,Yinchuan
154165,1975,石嘴山,Ningxia,Shizuishan
154166,1976,吴忠,Ningxia,Wuzhong
154167,1977,固原,Ningxia,Guyuan
154168,1978,中卫,Ningxia,Zhongwei
154169,1979,乌鲁木齐,Xinjiang,Wulumuqi
154170,1980,克拉玛依,Xinjiang,Kelamayi
154171,1981,吐鲁番,Xinjiang,Tulufan
154172,1982,哈密,Xinjiang,Hami
154173,1983,昌吉,Xinjiang,Changji
154174,1984,博尔塔拉,Xinjiang,Boertala
154175,1985,巴音郭楞,Xinjiang,Bayinguoleng
154176,1986,阿克苏,Xinjiang,Akesu
154177,1987,克孜勒苏,Xinjiang,Kezileisu
154178,1988,喀什,Xinjiang,Kashi
154179,1989,和田,Xinjiang,Hetian
154180,1990,伊犁,Xinjiang,Yili
154181,1991,塔城,Xinjiang,Tacheng
154182,1992,阿勒泰,Xinjiang,Aleitai
154183,1993,石河子,Xinjiang,Shihezi
154184,1994,阿拉尔,Xinjiang,Alaer
154185,1995,图木舒克,Xinjiang,Tumushuke
154186,1996,五家渠,Xinjiang,Wujiaqu
154187,1997,北屯,Xinjiang,Beitun
154188,1998,台北市,Taiwan,Taibeishi
154189,1999,高雄市,Taiwan,Gaoxiongshi
154190,2000,基隆市,Taiwan,Jilongshi
154191,2001,台中市,Taiwan,Taizhongshi
154192,2002,台南市,Taiwan,Tainanshi
154193,2003,新竹市,Taiwan,Xinzhushi
154194,2004,嘉义市,Taiwan,Jiayishi
154195,2005,台北县,Taiwan,Taibeixian
154196,2006,宜兰县,Taiwan,Yilanxian
154197,2007,桃园县,Taiwan,Taoyuanxian
154198,2008,新竹县,Taiwan,Xinzhuxian
154199,2009,苗栗县,Taiwan,Miaolixian
154200,2010,台中县,Taiwan,Taizhongxian
154201,2011,彰化县,Taiwan,Zhanghuaxian
154202,2012,南投县,Taiwan,Nantouxian
154203,2013,云林县,Taiwan,Yunlinxian
154204,2014,嘉义县,Taiwan,Jiayixian
154205,2015,台南县,Taiwan,Tainanxian
154206,2016,高雄县,Taiwan,Gaoxiongxian
154207,2017,屏东县,Taiwan,Pingdongxian
154208,2018,台东县,Taiwan,Taidongxian
154209,2019,花莲县,Taiwan,Hualianxian
154210,2020,澎湖县,Taiwan,Penghuxian
154211,2021,中西区,Hong Kong,Zhongxiqu
154212,2022,东区,Hong Kong,Dongqu
154213,2023,九龙城区,Hong Kong,Jiulongchengqu
154214,2024,观塘区,Hong Kong,Guantangqu
154215,2025,南区,Hong Kong,Nanqu
154216,2026,深水埗区,Hong Kong,Shenshuibuqu
154217,2027,黄大仙区,Hong Kong,Huangdaxianqu
154218,2028,湾仔区,Hong Kong,Wanzaiqu
154219,2029,油尖旺区,Hong Kong,Youjianwangqu
154220,2030,离岛区,Hong Kong,Lidaoqu
154221,2031,葵青区,Hong Kong,Kuiqingqu
154222,2032,北区,Hong Kong,Beiqu
154223,2033,西贡区,Hong Kong,Xigongqu
154224,2034,沙田区,Hong Kong,Shatianqu
154225,2035,屯门区,Hong Kong,Tunmenqu
154226,2036,大埔区,Hong Kong,Dabuqu
154227,2037,荃湾区,Hong Kong,Quanwanqu
154228,2038,元朗区,Hong Kong,Yuanlangqu
154229,2039,花地玛堂区,Macao,Huadimatangqu
154230,2040,圣安多尼堂区,Macao,Shenganduonitangqu
154231,2041,大堂区,Macao,Datangqu
154232,2042,望德堂区,Macao,Wangdetangqu
154233,2043,风顺堂区,Macao,Fengshuntangqu
154234,2044,氹仔,Macao,Dangzai
154235,2045,路环,Macao,Luhuan
154236,2046,爱尔巴桑,Albania,Nan
154237,2047,迪勃拉,Albania,Nan
154238,2048,地拉那,Albania,Nan
154239,2049,都拉斯,Albania,Nan
154240,2050,发罗拉,Albania,Nan
154241,2051,费里,Albania,Nan
154242,2052,吉诺卡斯特,Albania,Nan
154243,2053,科尔察,Albania,Nan
154244,2054,库克斯,Albania,Nan
154245,2055,莱什,Albania,Nan
154246,2056,培拉特,Albania,Nan
154247,2057,斯库台,Albania,Nan
154248,2058,阿德拉尔,Algeria,Nan
154249,2059,阿尔及尔,Algeria,Nan
154250,2060,艾因·德夫拉,Algeria,Nan
154251,2061,艾因·蒂姆尚特,Algeria,Nan
154252,2062,安纳巴,Algeria,Nan
154253,2063,奥兰,Algeria,Nan
154254,2064,巴特纳,Algeria,Nan
154255,2065,贝贾亚,Algeria,Nan
154256,2066,贝沙尔,Algeria,Nan
154257,2067,贝伊德,Algeria,Nan
154258,2068,比斯克拉,Algeria,Nan
154259,2069,布尔吉·布阿雷里吉,Algeria,Nan
154260,2070,布利达,Algeria,Nan
154261,2071,布迈德斯,Algeria,Nan
154262,2072,布依拉,Algeria,Nan
154263,2073,蒂巴扎,Algeria,Nan
154264,2074,蒂斯姆西勒特,Algeria,Nan
154265,2075,盖尔达耶,Algeria,Nan
154266,2076,盖尔马,Algeria,Nan
154267,2077,罕西拉,Algeria,Nan
154268,2078,赫利赞,Algeria,Nan
154269,2079,吉杰尔,Algeria,Nan
154270,2080,杰勒法,Algeria,Nan
154271,2081,君士坦丁,Algeria,Nan
154272,2082,拉格瓦特,Algeria,Nan
154273,2083,马斯卡拉,Algeria,Nan
154274,2084,麦迪亚,Algeria,Nan
154275,2085,密拉,Algeria,Nan
154276,2086,莫斯塔加纳姆,Algeria,Nan
154277,2087,姆西拉,Algeria,Nan
154278,2088,纳阿马,Algeria,Nan
154279,2089,塞蒂夫,Algeria,Nan
154280,2090,赛伊达,Algeria,Nan
154281,2091,斯基克达,Algeria,Nan
154282,2092,苏克·阿赫拉斯,Algeria,Nan
154283,2093,塔里夫,Algeria,Nan
154284,2094,塔曼拉塞特,Algeria,Nan
154285,2095,特贝萨,Algeria,Nan
154286,2096,特莱姆森,Algeria,Nan
154287,2097,提济乌祖,Algeria,Nan
154288,2098,提亚雷特,Algeria,Nan
154289,2099,廷杜夫,Algeria,Nan
154290,2100,瓦德,Algeria,Nan
154291,2101,瓦尔格拉,Algeria,Nan
154292,2102,乌姆布阿基,Algeria,Nan
154293,2103,西迪贝勒阿贝斯,Algeria,Nan
154294,2104,谢里夫,Algeria,Nan
154295,2105,伊利齐,Algeria,Nan
154296,2106,赫拉特,Afghanistan,Nan
154297,2107,喀布尔,Afghanistan,Nan
154298,2108,坎大哈,Afghanistan,Nan
154299,2109,马扎里沙里夫,Afghanistan,Nan
154300,2110,巴拉那,Argentina,Nan
154301,2111,别德马,Argentina,Nan
154302,2112,波萨达斯,Argentina,Nan
154303,2113,布兰卡港,Argentina,Nan
154304,2114,布宜诺斯艾利斯,Argentina,Nan
154305,2115,福莫萨,Argentina,Nan
154306,2116,胡胡伊,Argentina,Nan
154307,2117,卡塔马卡,Argentina,Nan
154308,2118,科尔多瓦,Argentina,Nan
154309,2119,科连特斯,Argentina,Nan
154310,2120,克劳斯城,Argentina,Nan
154311,2121,肯考迪娅,Argentina,Nan
154312,2122,拉里奥哈,Argentina,Nan
154313,2123,拉普拉塔,Argentina,Nan
154314,2124,雷西斯滕匹亚,Argentina,Nan
154315,2125,里奥加耶戈斯,Argentina,Nan
154316,2126,里奥夸尔托,Argentina,Nan
154317,2127,里瓦达维亚海军准将城,Argentina,Nan
154318,2128,罗萨里奥,Argentina,Nan
154319,2129,罗森,Argentina,Nan
154320,2130,马德普拉塔,Argentina,Nan
154321,2131,门多萨,Argentina,Nan
154322,2132,内乌肯,Argentina,Nan
154323,2133,萨尔塔,Argentina,Nan
154324,2134,圣地亚哥-德尔埃斯特罗,Argentina,Nan
154325,2135,圣菲,Argentina,Nan
154326,2136,圣胡安,Argentina,Nan
154327,2137,圣拉斐尔,Argentina,Nan
154328,2138,圣路易斯,Argentina,Nan
154329,2139,圣罗莎,Argentina,Nan
154330,2140,圣米格尔-德图库曼,Argentina,Nan
154331,2141,圣尼古拉斯,Argentina,Nan
154332,2142,特雷利乌,Argentina,Nan
154333,2143,乌斯怀亚,Argentina,Nan
154334,2144,阿布扎比,United Arab Emirates,Nan
154335,2145,艾因,United Arab Emirates,Nan
154336,2146,迪拜,United Arab Emirates,Nan
154337,2147,沙迦,United Arab Emirates,Nan
154338,2148,巴提奈地区,Oman,Nan
154339,2149,达希莱地区,Oman,Nan
154340,2150,东部地区,Oman,Nan
154341,2151,马斯喀特省,Oman,Nan
154342,2152,穆桑达姆省,Oman,Nan
154343,2153,内地地区,Oman,Nan
154344,2154,中部地区,Oman,Nan
154345,2155,佐法尔省,Oman,Nan
154346,2156,阿布歇隆,Azerbaijan,Nan
154347,2157,哈奇马斯,Azerbaijan,Nan
154348,2158,卡尔巴卡尔,Azerbaijan,Nan
154349,2159,卡扎赫,Azerbaijan,Nan
154350,2160,连科兰,Azerbaijan,Nan
154351,2161,密尔-卡拉巴赫,Azerbaijan,Nan
154352,2162,穆甘-萨连,Azerbaijan,Nan
154353,2163,纳戈尔诺－卡拉巴赫,Azerbaijan,Nan
154354,2164,纳希切万,Azerbaijan,Nan
154355,2165,普利亚拉克斯,Azerbaijan,Nan
154356,2166,舍基,Azerbaijan,Nan
154357,2167,苏姆盖特,Azerbaijan,Nan
154358,2168,锡尔万,Azerbaijan,Nan
154359,2169,占贾,Azerbaijan,Nan
154360,2170,阿斯旺,Egypt,Nan
154361,2171,古尔代盖,Egypt,Nan
154362,2172,开罗,Egypt,Nan
154363,2173,苏布拉开马,Egypt,Nan
154364,2174,亚历山大,Egypt,Nan
154365,2175,阿法尔,Ethiopia,Nan
154366,2176,阿姆哈拉,Ethiopia,Nan
154367,2177,奥罗米亚,Ethiopia,Nan
154368,2178,宾香古尔,Ethiopia,Nan
154369,2179,德雷达瓦,Ethiopia,Nan
154370,2180,甘贝拉各族,Ethiopia,Nan
154371,2181,哈勒里民族,Ethiopia,Nan
154372,2182,南方各族,Ethiopia,Nan
154373,2183,索马里,Ethiopia,Nan
154374,2184,提格雷,Ethiopia,Nan
154375,2185,亚的斯亚贝巴,Ethiopia,Nan
154376,2186,奥法利,Ireland,Nan
154377,2187,蒂珀雷里,Ireland,Nan
154378,2188,都柏林,Ireland,Nan
154379,2189,多内加尔,Ireland,Nan
154380,2190,戈尔韦,Ireland,Nan
154381,2191,基尔代尔,Ireland,Nan
154382,2192,基尔肯尼,Ireland,Nan
154383,2193,卡范,Ireland,Nan
154384,2194,卡洛,Ireland,Nan
154385,2195,凯里,Ireland,Nan
154386,2196,科克,Ireland,Nan
154387,2197,克莱尔,Ireland,Nan
154388,2198,朗福德,Ireland,Nan
154389,2199,劳斯,Ireland,Nan
154390,2200,崂斯,Ireland,Nan
154391,2201,利默里克,Ireland,Nan
154392,2202,利特里姆,Ireland,Nan
154393,2203,罗斯康芒,Ireland,Nan
154394,2204,梅奥,Ireland,Nan
154395,2205,米斯,Ireland,Nan
154396,2206,莫内根,Ireland,Nan
154397,2207,斯莱戈,Ireland,Nan
154398,2208,威克洛,Ireland,Nan
154399,2209,韦克斯福德,Ireland,Nan
154400,2210,沃特福德,Ireland,Nan
154401,2211,西米斯,Ireland,Nan
154402,2212,贝尔瓦,Estonia,Nan
154403,2213,哈留,Estonia,Nan
154404,2214,拉普拉,Estonia,Nan
154405,2215,里亚内,Estonia,Nan
154406,2216,帕尔努,Estonia,Nan
154407,2217,萨雷,Estonia,Nan
154408,2218,塔尔图,Estonia,Nan
154409,2219,瓦尔加,Estonia,Nan
154410,2220,维良地,Estonia,Nan
154411,2221,维鲁,Estonia,Nan
154412,2222,沃鲁,Estonia,Nan
154413,2223,希尤,Estonia,Nan
154414,2224,耶尔韦,Estonia,Nan
154415,2225,耶盖瓦,Estonia,Nan
154416,2226,依达－维鲁,Estonia,Nan
154417,2227,安道尔城,Andorra,Nan
154418,2228,奥尔迪诺,Andorra,Nan
154419,2229,恩坎普,Andorra,Nan
154420,2230,卡尼略,Andorra,Nan
154421,2231,莱塞斯卡尔德－恩戈尔达,Andorra,Nan
154422,2232,马萨纳,Andorra,Nan
154423,2233,圣胡利娅－德洛里亚,Andorra,Nan
154424,2234,北宽扎,Angola,Nan
154425,2235,北隆达,Angola,Nan
154426,2236,本戈,Angola,Nan
154427,2237,本格拉,Angola,Nan
154428,2238,比耶,Angola,Nan
154429,2239,卡宾达,Angola,Nan
154430,2240,库内内,Angola,Nan
154431,2241,宽多库邦戈,Angola,Nan
154432,2242,罗安达,Angola,Nan
154433,2243,马兰热,Angola,Nan
154434,2244,莫希科,Angola,Nan
154435,2245,纳米贝,Angola,Nan
154436,2246,南宽扎,Angola,Nan
154437,2247,南隆达,Angola,Nan
154438,2248,万博,Angola,Nan
154439,2249,威拉,Angola,Nan
154440,2250,威热,Angola,Nan
154441,2251,扎伊尔,Angola,Nan
154442,2252,北帕默斯顿,Australia,Nan
154443,2253,达尔文,Australia,Nan
154444,2254,布里斯班,Australia,Nan
154445,2255,黄金海岸,Australia,Nan
154446,2256,凯恩斯,Australia,Nan
154447,2257,日光海岸,Australia,Nan
154448,2258,汤斯维尔,Australia,Nan
154449,2259,图文巴,Australia,Nan
154450,2260,阿德莱德,Australia,Nan
154451,2261,奥古斯塔港,Australia,Nan
154452,2262,甘比亚山,Australia,Nan
154453,2263,怀阿拉,Australia,Nan
154454,2264,林肯港,Australia,Nan
154455,2265,默里布里奇,Australia,Nan
154456,2266,皮里港,Australia,Nan
154457,2267,维克托港,Australia,Nan
154458,2268,伯尼港,Australia,Nan
154459,2269,德文波特,Australia,Nan
154460,2270,霍巴特,Australia,Nan
154461,2271,朗塞斯顿,Australia,Nan
154462,2272,吉朗,Australia,Nan
154463,2273,墨尔本,Australia,Nan
154464,2274,奥尔巴尼,Australia,Nan
154465,2275,班伯里,Australia,Nan
154466,2276,弗里曼特尔港,Australia,Nan
154467,2277,杰拉尔顿,Australia,Nan
154468,2278,卡尔古利,Australia,Nan
154469,2279,曼哲拉,Australia,Nan
154470,2280,珀斯,Australia,Nan
154471,2281,纽卡斯尔,Australia,Nan
154472,2282,伍伦贡,Australia,Nan
154473,2283,悉尼,Australia,Nan
154474,2284,布尔根兰,Austria,Nan
154475,2285,蒂罗尔,Austria,Nan
154476,2286,福拉尔贝格,Austria,Nan
154477,2287,克恩顿,Austria,Nan
154478,2288,萨尔茨堡,Austria,Nan
154479,2289,上奥地利,Austria,Nan
154480,2290,施蒂利亚,Austria,Nan
154481,2291,维也纳,Austria,Nan
154482,2292,下奥地利,Austria,Nan
154483,2293,北部,Papua New Guinea,Nan
154484,2294,布干维尔,Papua New Guinea,Nan
154485,2295,东部高地,Papua New Guinea,Nan
154486,2296,东塞皮克,Papua New Guinea,Nan
154487,2297,东新不列颠,Papua New Guinea,Nan
154488,2298,恩加,Papua New Guinea,Nan
154489,2299,海湾,Papua New Guinea,Nan
154490,2300,马当,Papua New Guinea,Nan
154491,2301,马努斯,Papua New Guinea,Nan
154492,2302,米尔恩湾,Papua New Guinea,Nan
154493,2303,莫尔兹比港,Papua New Guinea,Nan
154494,2304,莫罗贝,Papua New Guinea,Nan
154495,2305,南部高地,Papua New Guinea,Nan
154496,2306,钦布,Papua New Guinea,Nan
154497,2307,桑道恩,Papua New Guinea,Nan
154498,2308,西部,Papua New Guinea,Nan
154499,2309,西部高地,Papua New Guinea,Nan
154500,2310,西新不列颠,Papua New Guinea,Nan
154501,2311,新爱尔兰,Papua New Guinea,Nan
154502,2312,白沙瓦,Pakistan,Nan
154503,2313,费萨拉巴德,Pakistan,Nan
154504,2314,故吉软瓦拉,Pakistan,Nan
154505,2315,海德拉巴,Pakistan,Nan
154506,2316,卡拉奇,Pakistan,Nan
154507,2317,拉合尔,Pakistan,Nan
154508,2318,拉瓦尔品第,Pakistan,Nan
154509,2319,木尔坦,Pakistan,Nan
154510,2320,伊斯兰堡,Pakistan,Nan
154511,2321,阿曼拜,Paraguay,Nan
154512,2322,阿耶斯总统省,Paraguay,Nan
154513,2323,巴拉瓜里,Paraguay,Nan
154514,2324,博克龙,Paraguay,Nan
154515,2325,瓜伊拉,Paraguay,Nan
154516,2326,卡瓜苏,Paraguay,Nan
154517,2327,卡嫩迪尤,Paraguay,Nan
154518,2328,卡萨帕,Paraguay,Nan
154519,2329,康塞普西翁,Paraguay,Nan
154520,2330,科迪勒拉,Paraguay,Nan
154521,2331,米西奥内斯,Paraguay,Nan
154522,2332,涅恩布库,Paraguay,Nan
154523,2333,上巴拉圭,Paraguay,Nan
